date,nwone_ticker,close,volume,contractSize,expiry,tcost,value1pt
2000-07-24,CL/V2000/CME/1d,27.8,24247.0,1000.0,2000-09-20,0.01,1000.0
2000-07-25,CL/V2000/CME/1d,27.73,18990.0,1000.0,2000-09-20,0.01,1000.0
2000-07-26,CL/V2000/CME/1d,27.63,27283.0,1000.0,2000-09-20,0.01,1000.0
2000-07-27,CL/V2000/CME/1d,27.8,18708.0,1000.0,2000-09-20,0.01,1000.0
2000-07-28,CL/V2000/CME/1d,27.91,19551.0,1000.0,2000-09-20,0.01,1000.0
2000-07-31,CL/V2000/CME/1d,27.31,25145.0,1000.0,2000-09-20,0.01,1000.0
2000-08-01,CL/V2000/CME/1d,27.58,27248.0,1000.0,2000-09-20,0.01,1000.0
2000-08-02,CL/V2000/CME/1d,27.97,37742.0,1000.0,2000-09-20,0.01,1000.0
2000-08-03,CL/V2000/CME/1d,28.32,29340.0,1000.0,2000-09-20,0.01,1000.0
2000-08-04,CL/V2000/CME/1d,29.36,45179.0,1000.0,2000-09-20,0.01,1000.0
2000-08-07,CL/V2000/CME/1d,28.65,28732.0,1000.0,2000-09-20,0.01,1000.0
2000-08-08,CL/V2000/CME/1d,28.87,32938.0,1000.0,2000-09-20,0.01,1000.0
2000-08-09,CL/V2000/CME/1d,29.95,48735.0,1000.0,2000-09-20,0.01,1000.0
2000-08-10,CL/V2000/CME/1d,30.87,64799.0,1000.0,2000-09-20,0.01,1000.0
2000-08-11,CL/V2000/CME/1d,30.58,64248.0,1000.0,2000-09-20,0.01,1000.0
2000-08-14,CL/V2000/CME/1d,31.08,46130.0,1000.0,2000-09-20,0.01,1000.0
2000-08-15,CL/V2000/CME/1d,30.96,48737.0,1000.0,2000-09-20,0.01,1000.0
2000-08-16,CL/V2000/CME/1d,30.98,44956.0,1000.0,2000-09-20,0.01,1000.0
2000-08-17,CL/V2000/CME/1d,31.33,50339.0,1000.0,2000-09-20,0.01,1000.0
2000-08-18,CL/X2000/CME/1d,31.03,15349.0,1000.0,2000-10-20,0.01,1000.0
2000-08-21,CL/X2000/CME/1d,31.36,9998.0,1000.0,2000-10-20,0.01,1000.0
2000-08-22,CL/X2000/CME/1d,30.83,20907.0,1000.0,2000-10-20,0.01,1000.0
2000-08-23,CL/X2000/CME/1d,31.56,27080.0,1000.0,2000-10-20,0.01,1000.0
2000-08-24,CL/X2000/CME/1d,31.09,26296.0,1000.0,2000-10-20,0.01,1000.0
2000-08-25,CL/X2000/CME/1d,31.23,20119.0,1000.0,2000-10-20,0.01,1000.0
2000-08-28,CL/X2000/CME/1d,31.94,19847.0,1000.0,2000-10-20,0.01,1000.0
2000-08-29,CL/X2000/CME/1d,31.83,18587.0,1000.0,2000-10-20,0.01,1000.0
2000-08-30,CL/X2000/CME/1d,32.42,42308.0,1000.0,2000-10-20,0.01,1000.0
2000-08-31,CL/X2000/CME/1d,32.21,29047.0,1000.0,2000-10-20,0.01,1000.0
2000-09-01,CL/X2000/CME/1d,32.42,18036.0,1000.0,2000-10-20,0.01,1000.0
2000-09-05,CL/X2000/CME/1d,32.98,29328.0,1000.0,2000-10-20,0.01,1000.0
2000-09-06,CL/X2000/CME/1d,33.98,34875.0,1000.0,2000-10-20,0.01,1000.0
2000-09-07,CL/X2000/CME/1d,34.54,33460.0,1000.0,2000-10-20,0.01,1000.0
2000-09-08,CL/X2000/CME/1d,32.77,57043.0,1000.0,2000-10-20,0.01,1000.0
2000-09-11,CL/X2000/CME/1d,34.22,81359.0,1000.0,2000-10-20,0.01,1000.0
2000-09-12,CL/X2000/CME/1d,33.42,71387.0,1000.0,2000-10-20,0.01,1000.0
2000-09-13,CL/X2000/CME/1d,32.68,87268.0,1000.0,2000-10-20,0.01,1000.0
2000-09-14,CL/X2000/CME/1d,33.05,95651.0,1000.0,2000-10-20,0.01,1000.0
2000-09-15,CL/X2000/CME/1d,34.72,69504.0,1000.0,2000-10-20,0.01,1000.0
2000-09-18,CL/Z2000/CME/1d,34.78,20982.0,1000.0,2000-11-17,0.01,1000.0
2000-09-19,CL/Z2000/CME/1d,34.22,37190.0,1000.0,2000-11-17,0.01,1000.0
2000-09-20,CL/Z2000/CME/1d,34.35,36570.0,1000.0,2000-11-17,0.01,1000.0
2000-09-21,CL/Z2000/CME/1d,33.41,43493.0,1000.0,2000-11-17,0.01,1000.0
2000-09-22,CL/Z2000/CME/1d,32.27,47231.0,1000.0,2000-11-17,0.01,1000.0
2000-09-25,CL/Z2000/CME/1d,31.43,54971.0,1000.0,2000-11-17,0.01,1000.0
2000-09-26,CL/Z2000/CME/1d,31.37,37172.0,1000.0,2000-11-17,0.01,1000.0
2000-09-27,CL/Z2000/CME/1d,31.39,47764.0,1000.0,2000-11-17,0.01,1000.0
2000-09-28,CL/Z2000/CME/1d,30.34,49945.0,1000.0,2000-11-17,0.01,1000.0
2000-09-29,CL/Z2000/CME/1d,30.71,26001.0,1000.0,2000-11-17,0.01,1000.0
2000-10-02,CL/Z2000/CME/1d,31.86,45624.0,1000.0,2000-11-17,0.01,1000.0
2000-10-03,CL/Z2000/CME/1d,31.85,28031.0,1000.0,2000-11-17,0.01,1000.0
2000-10-04,CL/Z2000/CME/1d,31.24,42863.0,1000.0,2000-11-17,0.01,1000.0
2000-10-05,CL/Z2000/CME/1d,30.54,62294.0,1000.0,2000-11-17,0.01,1000.0
2000-10-06,CL/Z2000/CME/1d,30.91,39245.0,1000.0,2000-11-17,0.01,1000.0
2000-10-09,CL/Z2000/CME/1d,31.85,40096.0,1000.0,2000-11-17,0.01,1000.0
2000-10-10,CL/Z2000/CME/1d,33.07,62871.0,1000.0,2000-11-17,0.01,1000.0
2000-10-11,CL/Z2000/CME/1d,33.24,64124.0,1000.0,2000-11-17,0.01,1000.0
2000-10-12,CL/Z2000/CME/1d,35.72,138462.0,1000.0,2000-11-17,0.01,1000.0
2000-10-13,CL/Z2000/CME/1d,34.13,68716.0,1000.0,2000-11-17,0.01,1000.0
2000-10-16,CL/Z2000/CME/1d,32.39,64472.0,1000.0,2000-11-17,0.01,1000.0
2000-10-17,CL/Z2000/CME/1d,32.42,85584.0,1000.0,2000-11-17,0.01,1000.0
2000-10-18,CL/F2001/CME/1d,31.91,15330.0,1000.0,2000-12-19,0.01,1000.0
2000-10-19,CL/F2001/CME/1d,31.36,23607.0,1000.0,2000-12-19,0.01,1000.0
2000-10-20,CL/F2001/CME/1d,32.28,15871.0,1000.0,2000-12-19,0.01,1000.0
2000-10-23,CL/F2001/CME/1d,32.99,13851.0,1000.0,2000-12-19,0.01,1000.0
2000-10-24,CL/F2001/CME/1d,32.5,28471.0,1000.0,2000-12-19,0.01,1000.0
2000-10-25,CL/F2001/CME/1d,32.19,26852.0,1000.0,2000-12-19,0.01,1000.0
2000-10-26,CL/F2001/CME/1d,32.77,26909.0,1000.0,2000-12-19,0.01,1000.0
2000-10-27,CL/F2001/CME/1d,31.68,33442.0,1000.0,2000-12-19,0.01,1000.0
2000-10-30,CL/F2001/CME/1d,31.63,29601.0,1000.0,2000-12-19,0.01,1000.0
2000-10-31,CL/F2001/CME/1d,31.55,31853.0,1000.0,2000-12-19,0.01,1000.0
2000-11-01,CL/F2001/CME/1d,31.98,37742.0,1000.0,2000-12-19,0.01,1000.0
2000-11-02,CL/F2001/CME/1d,31.28,34625.0,1000.0,2000-12-19,0.01,1000.0
2000-11-03,CL/F2001/CME/1d,31.55,28307.0,1000.0,2000-12-19,0.01,1000.0
2000-11-06,CL/F2001/CME/1d,31.69,36398.0,1000.0,2000-12-19,0.01,1000.0
2000-11-07,CL/F2001/CME/1d,32.29,42114.0,1000.0,2000-12-19,0.01,1000.0
2000-11-08,CL/F2001/CME/1d,32.28,38585.0,1000.0,2000-12-19,0.01,1000.0
2000-11-09,CL/F2001/CME/1d,32.98,50275.0,1000.0,2000-12-19,0.01,1000.0
2000-11-10,CL/F2001/CME/1d,33.06,48760.0,1000.0,2000-12-19,0.01,1000.0
2000-11-13,CL/F2001/CME/1d,33.56,57408.0,1000.0,2000-12-19,0.01,1000.0
2000-11-14,CL/F2001/CME/1d,33.96,73380.0,1000.0,2000-12-19,0.01,1000.0
2000-11-15,CL/G2001/CME/1d,33.92,21242.0,1000.0,2001-01-22,0.01,1000.0
2000-11-16,CL/G2001/CME/1d,33.53,19934.0,1000.0,2001-01-22,0.01,1000.0
2000-11-17,CL/G2001/CME/1d,34.12,21021.0,1000.0,2001-01-22,0.01,1000.0
2000-11-20,CL/G2001/CME/1d,34.16,21957.0,1000.0,2001-01-22,0.01,1000.0
2000-11-21,CL/G2001/CME/1d,34.19,22605.0,1000.0,2001-01-22,0.01,1000.0
2000-11-22,CL/G2001/CME/1d,34.4,12919.0,1000.0,2001-01-22,0.01,1000.0
2000-11-27,CL/G2001/CME/1d,34.29,22644.0,1000.0,2001-01-22,0.01,1000.0
2000-11-28,CL/G2001/CME/1d,33.21,28339.0,1000.0,2001-01-22,0.01,1000.0
2000-11-29,CL/G2001/CME/1d,33.49,38751.0,1000.0,2001-01-22,0.01,1000.0
2000-11-30,CL/G2001/CME/1d,32.88,41558.0,1000.0,2001-01-22,0.01,1000.0
2000-12-01,CL/G2001/CME/1d,31.17,42049.0,1000.0,2001-01-22,0.01,1000.0
2000-12-04,CL/G2001/CME/1d,30.47,41732.0,1000.0,2001-01-22,0.01,1000.0
2000-12-05,CL/G2001/CME/1d,29.03,42415.0,1000.0,2001-01-22,0.01,1000.0
2000-12-06,CL/G2001/CME/1d,29.31,65517.0,1000.0,2001-01-22,0.01,1000.0
2000-12-07,CL/G2001/CME/1d,29.01,1016.0,1000.0,2001-01-22,0.01,1000.0
2000-12-08,CL/G2001/CME/1d,28.09,47974.0,1000.0,2001-01-22,0.01,1000.0
2000-12-11,CL/G2001/CME/1d,29.04,48217.0,1000.0,2001-01-22,0.01,1000.0
2000-12-12,CL/G2001/CME/1d,29.1,43340.0,1000.0,2001-01-22,0.01,1000.0
2000-12-13,CL/G2001/CME/1d,28.12,55959.0,1000.0,2001-01-22,0.01,1000.0
2000-12-14,CL/G2001/CME/1d,27.17,60188.0,1000.0,2001-01-22,0.01,1000.0
2000-12-15,CL/H2001/CME/1d,27.4,10321.0,1000.0,2001-02-20,0.01,1000.0
2000-12-18,CL/H2001/CME/1d,28.03,7932.0,1000.0,2001-02-20,0.01,1000.0
2000-12-19,CL/H2001/CME/1d,27.37,13671.0,1000.0,2001-02-20,0.01,1000.0
2000-12-20,CL/H2001/CME/1d,25.49,25977.0,1000.0,2001-02-20,0.01,1000.0
2000-12-21,CL/H2001/CME/1d,25.64,28303.0,1000.0,2001-02-20,0.01,1000.0
2000-12-22,CL/H2001/CME/1d,25.79,14419.0,1000.0,2001-02-20,0.01,1000.0
2000-12-26,CL/H2001/CME/1d,26.05,13390.0,1000.0,2001-02-20,0.01,1000.0
2000-12-27,CL/H2001/CME/1d,25.86,15193.0,1000.0,2001-02-20,0.01,1000.0
2000-12-28,CL/H2001/CME/1d,25.3,20477.0,1000.0,2001-02-20,0.01,1000.0
2000-12-29,CL/H2001/CME/1d,25.98,15005.0,1000.0,2001-02-20,0.01,1000.0
2001-01-02,CL/H2001/CME/1d,26.52,20344.0,1000.0,2001-02-20,0.01,1000.0
2001-01-03,CL/H2001/CME/1d,27.27,32223.0,1000.0,2001-02-20,0.01,1000.0
2001-01-04,CL/H2001/CME/1d,27.54,33455.0,1000.0,2001-02-20,0.01,1000.0
2001-01-05,CL/H2001/CME/1d,27.16,36160.0,1000.0,2001-02-20,0.01,1000.0
2001-01-08,CL/H2001/CME/1d,26.51,49176.0,1000.0,2001-02-20,0.01,1000.0
2001-01-09,CL/H2001/CME/1d,26.7,49678.0,1000.0,2001-02-20,0.01,1000.0
2001-01-10,CL/H2001/CME/1d,28.21,72113.0,1000.0,2001-02-20,0.01,1000.0
2001-01-11,CL/H2001/CME/1d,28.22,57344.0,1000.0,2001-02-20,0.01,1000.0
2001-01-12,CL/H2001/CME/1d,28.76,39861.0,1000.0,2001-02-20,0.01,1000.0
2001-01-16,CL/H2001/CME/1d,28.5,62643.0,1000.0,2001-02-20,0.01,1000.0
2001-01-17,CL/H2001/CME/1d,27.8,70832.0,1000.0,2001-02-20,0.01,1000.0
2001-01-18,CL/J2001/CME/1d,27.78,19598.0,1000.0,2001-03-20,0.01,1000.0
2001-01-19,CL/J2001/CME/1d,29.29,29762.0,1000.0,2001-03-20,0.01,1000.0
2001-01-22,CL/J2001/CME/1d,28.9,28180.0,1000.0,2001-03-20,0.01,1000.0
2001-01-23,CL/J2001/CME/1d,28.79,29752.0,1000.0,2001-03-20,0.01,1000.0
2001-01-24,CL/J2001/CME/1d,28.31,31206.0,1000.0,2001-03-20,0.01,1000.0
2001-01-25,CL/J2001/CME/1d,28.43,26426.0,1000.0,2001-03-20,0.01,1000.0
2001-01-26,CL/J2001/CME/1d,28.77,22546.0,1000.0,2001-03-20,0.01,1000.0
2001-01-29,CL/J2001/CME/1d,28.25,24441.0,1000.0,2001-03-20,0.01,1000.0
2001-01-30,CL/J2001/CME/1d,28.25,23558.0,1000.0,2001-03-20,0.01,1000.0
2001-01-31,CL/J2001/CME/1d,27.96,32523.0,1000.0,2001-03-20,0.01,1000.0
2001-02-01,CL/J2001/CME/1d,29.06,36984.0,1000.0,2001-03-20,0.01,1000.0
2001-02-02,CL/J2001/CME/1d,30.39,46292.0,1000.0,2001-03-20,0.01,1000.0
2001-02-05,CL/J2001/CME/1d,29.87,33065.0,1000.0,2001-03-20,0.01,1000.0
2001-02-06,CL/J2001/CME/1d,29.75,46034.0,1000.0,2001-03-20,0.01,1000.0
2001-02-07,CL/J2001/CME/1d,30.98,62394.0,1000.0,2001-03-20,0.01,1000.0
2001-02-08,CL/J2001/CME/1d,31.31,67637.0,1000.0,2001-03-20,0.01,1000.0
2001-02-09,CL/J2001/CME/1d,30.74,42606.0,1000.0,2001-03-20,0.01,1000.0
