date,asset_1_close,asset_2_close,asset_1_nwone_ticker,asset_2_nwone_ticker,asset_2/asset_1,asset_2_return,contract_change,asset_2_price_before_changing,asset_2_return_before_changing,z_score,bet_size,contract_number,dollar_PnL,total_PnL,cummax,drawdown
2000-01-19,27.88,26.92,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9655667144906744,-0.001113172541743923,False,28.55,0.06054977711738485,,0.0,0,-0.0,0.0,0.0,0.0
2000-01-20,27.97,26.98,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9646049338577047,0.0022288261515601704,False,28.55,0.058191252779836944,,0.0,0,0.0,0.0,0.0,0.0
2000-01-21,28.2,27.19,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9641843971631207,0.007783543365455836,False,28.55,0.05001838911364476,,0.0,0,0.0,0.0,0.0,0.0
2000-01-24,27.83,26.91,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9669421487603307,-0.010297903641044548,False,28.55,0.060943887030843635,,0.0,0,-0.0,0.0,0.0,0.0
2000-01-25,28.28,27.31,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9657001414427157,0.014864362690449662,False,28.55,0.045404613694617346,,0.0,0,0.0,0.0,0.0,0.0
2000-01-26,27.84,26.86,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9647988505747126,-0.016477480776272424,False,28.55,0.06291883842144452,,0.0,0,-0.0,0.0,0.0,0.0
2000-01-27,27.32,26.35,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9644948755490483,-0.018987341772151778,False,28.55,0.08349146110056926,,0.0,0,-0.0,0.0,0.0,0.0
2000-01-28,27.22,26.3,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9662013225569435,-0.00189753320683117,False,28.55,0.08555133079847899,,0.0,0,-0.0,0.0,0.0,0.0
2000-01-31,27.64,26.72,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9667149059334298,0.015969581749049278,False,28.55,0.06848802395209597,,0.0,0,0.0,0.0,0.0,0.0
2000-02-01,28.22,27.26,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9659815733522326,0.02020958083832336,False,28.55,0.047322083639031565,,0.0,0,0.0,0.0,0.0,0.0
2000-02-02,27.55,26.67,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9680580762250454,-0.021643433602347772,False,28.55,0.07049118860142478,,0.0,0,-0.0,0.0,0.0,0.0
2000-02-03,28.03,27.13,CL/H2000/CME/1d,CL/J2000/CME/1d,0.967891544773457,0.017247844019497416,False,28.55,0.05234058238112804,,0.0,0,0.0,0.0,0.0,0.0
2000-02-04,28.82,27.82,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9653018736988203,0.02543309988942144,False,28.55,0.02624011502516166,,0.0,0,0.0,0.0,0.0,0.0
2000-02-07,28.45,27.48,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9659050966608085,-0.012221423436376666,False,28.55,0.038937409024745184,,0.0,0,-0.0,0.0,0.0,0.0
2000-02-08,28.02,27.08,CL/H2000/CME/1d,CL/J2000/CME/1d,0.966452533904354,-0.01455604075691419,False,28.55,0.05428360413589384,,0.0,0,-0.0,0.0,0.0,0.0
2000-02-09,28.77,27.75,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9645464025026069,0.024741506646972056,False,28.55,0.028828828828828756,,0.0,0,0.0,0.0,0.0,0.0
2000-02-10,29.43,28.27,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9605844376486579,0.01873873873873877,False,28.55,0.009904492394764874,,0.0,0,0.0,0.0,0.0,0.0
2000-02-11,29.44,28.4,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9646739130434782,0.004598514326140668,False,28.55,0.00528169014084523,,0.0,0,0.0,0.0,0.0,0.0
2000-02-14,30.25,29.26,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9672727272727273,0.03028169014084514,False,28.55,-0.024265208475734767,,0.0,0,0.0,0.0,0.0,0.0
2000-02-15,30.06,29.19,CL/H2000/CME/1d,CL/J2000/CME/1d,0.971057884231537,-0.0023923444976076125,False,28.55,-0.021925316889345736,,0.0,0,-0.0,0.0,0.0,0.0
2000-02-16,30.05,29.33,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9760399334442594,0.004796163069544335,False,28.55,-0.02659393112853725,,0.0,0,0.0,0.0,0.0,0.0
2000-02-17,29.46,28.55,CL/H2000/CME/1d,CL/J2000/CME/1d,0.9691106585200272,-0.02659393112853725,False,28.55,0.0,,0.0,0,-0.0,0.0,0.0,0.0
2000-02-18,28.45,27.48,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9659050966608085,0.0,True,29.28,0.06550218340611358,,0.0,0,0.0,0.0,0.0,0.0
2000-02-22,28.92,27.83,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9623098201936375,0.012736535662299708,False,29.28,0.05210204814947916,,0.0,0,0.0,0.0,0.0,0.0
2000-02-23,29.39,28.02,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9533855052739026,0.00682716492993185,False,29.28,0.04496788008565322,,0.0,0,0.0,0.0,0.0,0.0
2000-02-24,29.97,28.26,CL/J2000/CME/1d,CL/K2000/CME/1d,0.942942942942943,0.008565310492505418,False,29.28,0.03609341825902335,,0.0,0,0.0,0.0,0.0,0.0
2000-02-25,30.35,28.61,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9426688632619439,0.012384996461429543,False,29.28,0.02341838518000694,,0.0,0,0.0,0.0,0.0,0.0
2000-02-28,30.13,28.45,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9442416196481912,-0.005592450192240528,False,29.28,0.029173989455184568,,0.0,0,-0.0,0.0,0.0,0.0
2000-02-29,30.43,28.85,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9480775550443642,0.01405975395430592,False,29.28,0.014904679376083196,,0.0,0,0.0,0.0,0.0,0.0
2000-03-01,31.77,30.01,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9446018256216557,0.04020797227036388,False,29.28,-0.02432522492502498,,0.0,0,0.0,0.0,0.0,0.0
2000-03-02,31.69,30.08,CL/J2000/CME/1d,CL/K2000/CME/1d,0.949195329757021,0.0023325558147282432,False,29.28,-0.02659574468085102,,0.0,0,0.0,0.0,0.0,0.0
2000-03-03,31.51,30.02,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9527134243097429,-0.0019946808510638014,False,29.28,-0.024650233177881398,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-06,32.18,30.56,CL/J2000/CME/1d,CL/K2000/CME/1d,0.949658172778123,0.017988007994670152,False,29.28,-0.041884816753926635,,0.0,0,0.0,0.0,0.0,0.0
2000-03-07,34.13,32.39,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9490184588338705,0.05988219895287972,False,29.28,-0.09601728928681685,,0.0,0,0.0,0.0,0.0,0.0
2000-03-08,31.26,29.47,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9427383237364043,-0.09015128125964811,False,29.28,-0.006447234475737917,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-09,31.69,29.96,CL/J2000/CME/1d,CL/K2000/CME/1d,0.94540864626065,0.016627078384798155,False,29.28,-0.022696929238985253,,0.0,0,0.0,0.0,0.0,0.0
2000-03-10,31.76,29.84,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9395465994962217,-0.004005340453938633,False,29.28,-0.018766756032171594,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-13,32.02,30.0,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9369144284821985,0.00536193029490617,False,29.28,-0.02399999999999991,,0.0,0,0.0,0.0,0.0,0.0
2000-03-14,31.69,29.72,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9378352792679078,-0.009333333333333416,False,29.28,-0.014804845222072593,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-15,30.72,29.03,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9449869791666667,-0.023216689098250254,False,29.28,0.008611780916293554,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-16,31.09,29.28,CL/J2000/CME/1d,CL/K2000/CME/1d,0.9417819234480541,0.008611780916293554,False,29.28,0.0,,0.0,0,0.0,0.0,0.0,0.0
2000-03-17,29.08,27.83,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9570151306740028,0.0,True,24.33,-0.12576356449874238,,0.0,0,0.0,0.0,0.0,0.0
2000-03-20,27.55,26.7,CL/K2000/CME/1d,CL/M2000/CME/1d,0.969147005444646,-0.0406036651095939,False,24.33,-0.08876404494382029,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-21,27.81,27.06,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9730312837108953,0.01348314606741563,False,24.33,-0.10088691796008875,,0.0,0,0.0,0.0,0.0,0.0
2000-03-22,27.46,26.76,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9745083758193737,-0.011086474501108556,False,24.33,-0.09080717488789247,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-23,27.31,26.7,CL/K2000/CME/1d,CL/M2000/CME/1d,0.977663859392164,-0.0022421524663678305,False,24.33,-0.08876404494382029,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-24,28.02,27.28,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9735902926481086,0.021722846441947663,False,24.33,-0.10813782991202359,,0.0,0,0.0,0.0,0.0,0.0
2000-03-27,27.79,27.0,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9715725080964376,-0.01026392961876832,False,24.33,-0.09888888888888892,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-28,27.09,26.35,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9726836471022519,-0.024074074074074026,False,24.33,-0.07666034155597734,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-29,26.45,25.87,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9780718336483932,-0.018216318785578722,False,24.33,-0.05952841128720532,,0.0,0,-0.0,0.0,0.0,0.0
2000-03-30,26.7,26.07,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9764044943820225,0.007730962504831851,False,24.33,-0.06674338319907946,,0.0,0,0.0,0.0,0.0,0.0
2000-03-31,26.9,26.38,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9806691449814127,0.011891062523973872,False,24.33,-0.07771038665655805,,0.0,0,0.0,0.0,0.0,0.0
2000-04-03,26.43,25.94,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9814604615966706,-0.01667930250189531,False,24.33,-0.06206630686198933,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-04,25.45,25.13,CL/K2000/CME/1d,CL/M2000/CME/1d,0.987426326129666,-0.03122590593677721,False,24.33,-0.03183446080382013,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-05,25.83,25.31,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9798683701122726,0.007162753680859613,False,24.33,-0.038719873567759744,,0.0,0,0.0,0.0,0.0,0.0
2000-04-06,25.69,25.12,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9778123783573375,-0.007506914263136988,False,24.33,-0.03144904458598741,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-07,25.04,24.47,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9772364217252396,-0.025875796178344013,False,24.33,-0.005721291377196569,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-10,23.85,23.23,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9740041928721174,-0.050674295055169516,False,24.33,0.04735256134309074,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-11,24.14,23.39,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9689312344656172,0.0068876452862678406,False,24.33,0.04018811457887983,,0.0,0,0.0,0.0,0.0,0.0
2000-04-12,25.41,24.74,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9736324281778826,0.05771697306541257,False,24.33,-0.016572352465642703,,0.0,0,0.0,0.0,0.0,0.0
2000-04-13,25.38,24.62,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9700551615445233,-0.004850444624090455,False,24.33,-0.011779041429732073,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-14,25.57,24.33,CL/K2000/CME/1d,CL/M2000/CME/1d,0.9515056707078607,-0.011779041429732073,False,24.33,0.0,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-17,24.57,24.28,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9881969881969882,0.0,True,29.44,0.2125205930807248,,0.0,0,0.0,0.0,0.0,0.0
2000-04-18,24.83,24.4,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9826822392267418,0.0049423393739702615,False,29.44,0.20655737704918042,,0.0,0,0.0,0.0,0.0,0.0
2000-04-19,25.8,25.25,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9786821705426356,0.0348360655737705,False,29.44,0.1659405940594061,,0.0,0,0.0,0.0,0.0,0.0
2000-04-20,25.88,25.34,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9791344667697064,0.0035643564356435675,False,29.44,0.1617995264404104,,0.0,0,0.0,0.0,0.0,0.0
2000-04-24,26.04,25.55,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9811827956989247,0.008287292817679592,False,29.44,0.15225048923679063,,0.0,0,0.0,0.0,0.0,0.0
2000-04-25,25.33,25.02,CL/M2000/CME/1d,CL/N2000/CME/1d,0.987761547572049,-0.020743639921722123,False,29.44,0.17665867306155092,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-26,24.65,24.53,CL/M2000/CME/1d,CL/N2000/CME/1d,0.995131845841785,-0.019584332533972737,False,29.44,0.20016306563391772,,0.0,0,-0.0,0.0,0.0,0.0
2000-04-27,25.42,25.21,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9917387883556255,0.027721157766000815,False,29.44,0.16779055930186426,,0.0,0,0.0,0.0,0.0,0.0
2000-04-28,25.74,25.48,CL/M2000/CME/1d,CL/N2000/CME/1d,0.98989898989899,0.01071003570011908,False,29.44,0.15541601255886972,,0.0,0,0.0,0.0,0.0,0.0
2000-05-01,25.87,25.6,CL/M2000/CME/1d,CL/N2000/CME/1d,0.989563200618477,0.004709576138147709,False,29.44,0.1499999999999999,,0.0,0,0.0,0.0,0.0,0.0
2000-05-02,26.89,26.46,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9840089252510227,0.03359374999999987,False,29.44,0.1126228269085412,,0.0,0,0.0,0.0,0.0,0.0
2000-05-03,26.75,26.41,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9872897196261682,-0.0018896447467876554,False,29.44,0.11472926921620608,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-04,26.98,26.56,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9844329132690881,0.005679666792881344,False,29.44,0.10843373493975905,,0.0,0,0.0,0.0,0.0,0.0
2000-05-05,27.29,26.92,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9864419201172592,0.013554216867470048,False,29.44,0.09361069836552738,,0.0,0,0.0,0.0,0.0,0.0
2000-05-08,28.09,27.75,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9878960484158064,0.030832095096582357,False,29.44,0.060900900900900945,,0.0,0,0.0,0.0,0.0,0.0
2000-05-09,28.65,28.4,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9912739965095986,0.023423423423423406,False,29.44,0.03661971830985933,,0.0,0,0.0,0.0,0.0,0.0
2000-05-10,28.1,28.05,CL/M2000/CME/1d,CL/N2000/CME/1d,0.998220640569395,-0.012323943661971759,False,29.44,0.04955436720142603,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-11,29.11,28.94,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9941600824458949,0.03172905525846703,False,29.44,0.01727712508638568,,0.0,0,0.0,0.0,0.0,0.0
2000-05-12,29.62,29.39,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9922349763673194,0.015549412577747113,False,29.44,0.0017012589316094395,,0.0,0,0.0,0.0,0.0,0.0
2000-05-15,29.92,29.73,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9936497326203209,0.011568560734943834,False,29.44,-0.009754456777665621,,0.0,0,0.0,0.0,0.0,0.0
2000-05-16,29.73,29.65,CL/M2000/CME/1d,CL/N2000/CME/1d,0.9973091153716783,-0.002690884628321677,False,29.44,-0.007082630691399583,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-17,29.32,29.44,CL/M2000/CME/1d,CL/N2000/CME/1d,1.004092769440655,-0.007082630691399583,False,29.44,0.0,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-18,30.22,29.66,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9814692256783587,0.0,True,30.95,0.043492919757248893,,0.0,0,0.0,0.0,0.0,0.0
2000-05-19,29.85,29.41,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9852596314907872,-0.008428860418071449,False,30.95,0.05236314178850732,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-22,28.73,28.32,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9857292029237731,-0.03706222373342405,False,30.95,0.09286723163841804,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-23,28.78,28.28,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9826268241834607,-0.0014124293785310327,False,30.95,0.09441301272984437,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-24,29.93,29.18,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9749415302372202,0.03182461103253176,False,30.95,0.0606579849211788,,0.0,0,0.0,0.0,0.0,0.0
2000-05-25,30.51,29.63,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9711569977056702,0.015421521590130105,False,30.95,0.04454944313196085,,0.0,0,0.0,0.0,0.0,0.0
2000-05-26,30.0,29.07,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.969,-0.01889976375295299,False,30.95,0.06467148262813893,,0.0,0,-0.0,0.0,0.0,0.0
2000-05-30,30.35,29.41,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9690280065897858,0.011695906432748426,False,30.95,0.05236314178850732,,0.0,0,0.0,0.0,0.0,0.0
2000-05-31,29.01,28.42,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.979662185453292,-0.03366201972118321,False,30.95,0.08902181562280065,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-01,30.14,29.31,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9724618447246184,0.03131597466572833,False,30.95,0.05595359945411116,,0.0,0,0.0,0.0,0.0,0.0
2000-06-02,30.35,29.44,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.97001647446458,0.004435346298191867,False,30.95,0.05129076086956519,,0.0,0,0.0,0.0,0.0,0.0
2000-06-05,29.7,28.92,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9737373737373738,-0.017663043478260865,False,30.95,0.07019363762102349,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-06,29.75,28.97,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.973781512605042,0.0017289073305670755,False,30.95,0.06834656541249573,,0.0,0,0.0,0.0,0.0,0.0
2000-06-07,29.95,29.28,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9776293823038398,0.010700724887815038,False,30.95,0.057035519125683054,,0.0,0,0.0,0.0,0.0,0.0
2000-06-08,29.78,29.08,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9764942914707857,-0.006830601092896238,False,30.95,0.064305364511692,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-09,30.2,29.26,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9688741721854306,0.0061898211829436445,False,30.95,0.0577580314422419,,0.0,0,0.0,0.0,0.0,0.0
2000-06-12,31.74,30.43,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9587271581600505,0.03998632946001357,False,30.95,0.017088399605652338,,0.0,0,0.0,0.0,0.0,0.0
2000-06-13,32.56,31.2,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9582309582309582,0.025303976339138945,False,30.95,-0.008012820512820484,,0.0,0,0.0,0.0,0.0,0.0
2000-06-14,32.85,31.17,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9488584474885845,-0.0009615384615383471,False,30.95,-0.0070580686557588646,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-15,32.95,30.95,CL/N2000/CME/1d,CL/Q2000/CME/1d,0.9393019726858876,-0.0070580686557588646,False,30.95,0.0,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-16,30.02,29.02,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.966688874083944,0.0,True,29.76,0.02549965541006216,,0.0,0,0.0,0.0,0.0,0.0
2000-06-19,29.64,28.67,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9672739541160594,-0.012060647829083337,False,29.76,0.038018835019183905,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-20,30.65,29.49,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9621533442088092,0.028601325427275892,False,29.76,0.009155645981688831,,0.0,0,0.0,0.0,0.0,0.0
2000-06-21,31.37,29.9,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9531399426203379,0.013903017972193954,False,29.76,-0.004682274247491569,,0.0,0,0.0,0.0,0.0,0.0
2000-06-22,32.19,30.67,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9527803665734701,0.02575250836120402,False,29.76,-0.029670687968699094,,0.0,0,0.0,0.0,0.0,0.0
2000-06-23,32.25,30.85,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9565891472868218,0.005868927290511916,False,29.76,-0.0353322528363047,,0.0,0,0.0,0.0,0.0,0.0
2000-06-26,31.63,30.41,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9614290230793551,-0.014262560777957956,False,29.76,-0.021374547846103154,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-27,32.06,30.88,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9631940112289457,0.015455442288720755,False,29.76,-0.03626943005181338,,0.0,0,0.0,0.0,0.0,0.0
2000-06-28,31.9,30.65,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9608150470219435,-0.007448186528497436,False,29.76,-0.02903752039151708,,0.0,0,-0.0,0.0,0.0,0.0
2000-06-29,32.72,31.25,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9550733496332519,0.019575856443719397,False,29.76,-0.047679999999999945,,0.0,0,0.0,0.0,0.0,0.0
2000-06-30,32.5,31.13,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9578461538461538,-0.0038400000000000656,False,29.76,-0.044008994539029844,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-05,30.67,29.6,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9651124877730681,-0.0491487311275296,False,29.76,0.00540540540540535,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-06,29.99,29.04,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9683227742580861,-0.018918918918918948,False,29.76,0.024793388429752206,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-07,30.28,29.18,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9636723910171731,0.004820936639118534,False,29.76,0.01987662782727906,,0.0,0,0.0,0.0,0.0,0.0
2000-07-10,29.69,28.83,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.971034018187942,-0.01199451679232355,False,29.76,0.032258064516129226,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-11,29.7,29.06,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9784511784511785,0.007977800901838306,False,29.76,0.02408809359944941,,0.0,0,0.0,0.0,0.0,0.0
2000-07-12,30.32,29.64,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9775725593667546,0.019958706125258185,False,29.76,0.004048582995951344,,0.0,0,0.0,0.0,0.0,0.0
2000-07-13,31.47,30.41,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9663171274229425,0.02597840755735481,False,29.76,-0.021374547846103154,,0.0,0,0.0,0.0,0.0,0.0
2000-07-14,31.4,30.43,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.9691082802547771,0.0006576783952647602,False,29.76,-0.022017745645744324,,0.0,0,0.0,0.0,0.0,0.0
2000-07-17,30.83,29.76,CL/Q2000/CME/1d,CL/U2000/CME/1d,0.965293545248135,-0.022017745645744324,False,29.76,0.0,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-18,30.64,29.93,CL/U2000/CME/1d,CL/V2000/CME/1d,0.9768276762402088,0.0,True,31.33,0.046775810223855574,,0.0,0,0.0,0.0,0.0,0.0
2000-07-19,30.35,29.76,CL/U2000/CME/1d,CL/V2000/CME/1d,0.9805601317957167,-0.005679919812896728,False,31.33,0.052755376344086,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-20,29.77,29.31,CL/U2000/CME/1d,CL/V2000/CME/1d,0.9845482028888142,-0.01512096774193561,False,31.33,0.06891845786421014,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-21,28.56,28.36,CL/U2000/CME/1d,CL/V2000/CME/1d,0.9929971988795518,-0.032412146025247335,False,31.33,0.10472496473906912,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-24,28.02,27.8,CL/U2000/CME/1d,CL/V2000/CME/1d,0.9921484653818702,-0.019746121297602226,False,31.33,0.12697841726618697,,0.0,0,-0.0,0.0,0.0,0.0
2000-07-25,27.95,27.73,CL/U2000/CME/1d,CL/V2000/CME/1d,0.992128801431127,-0.0025179856115108423,False,31.33,0.12982329606923892,,0.0,0,-0.0,0.0,0.0,0.0
